set_id,sent,pos,dict_text,wn-pos,PosScore,NegScore,SynsetTerms,Gloss
764,NULL,NN,zie,NULL,NULL,NULL,NULL,NULL
765,z,NN,london,n,0,0,london#1 greater_london#1 capital_of_the_united_kingdom#1 british_capital#1,the capital and largest city of England; located on the Thames in southeastern England; financial and industrial and cultural center
766,z,NN,gizmo,n,0.125,0.125,widget#1 whatsis#1 whatchamacallum#1 whatchamacallit#1 thingummy#1 thingumajig#1 thingumabob#1 thingmajig#1 thingmabob#1 thingamajig#1 thingamabob#1 gubbins#1 gizmo#1 gismo#1 gimmick#2 doojigger#1 doohickey#1 doodad#1,"something unspecified whose name is either forgotten or not known; ""she eased the ball-shaped doodad back into its socket""; ""there may be some great new gizmo around the corner that you will want to use"""
767,z,NN,ally,n,0,0,ally#1,a friendly nation
768,NULL,NN,clipse,NULL,NULL,NULL,NULL,NULL
769,z,NN,booty,n,0,0,swag#2 prize#2 plunder#1 pillage#1 loot#1 dirty_money#1 booty#1,goods or money obtained illegally
770,NULL,CC,nor,NULL,NULL,NULL,NULL,NULL
770,z,NNS,egrets,n,0,0,egret#1,any of various usually white herons having long plumes during breeding season
771,NULL,NNP,alina,NULL,NULL,NULL,NULL,NULL
772,NULL,VB,dur,NULL,NULL,NULL,NULL,NULL
772,n,NN,sty,n,0,0.125,stye#1 sty#1 hordeolum#1 eye_infection#1,an infection of the sebaceous gland of the eyelid
773,z,NN,pant,n,0,0,pant#1,the noise made by a short puff of steam (as from an engine)
773,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
774,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
774,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
774,z,NN,ray,n,0,0,shaft_of_light#1 shaft#4 ray_of_light#1 ray#1 light_beam#1 irradiation#2 beam_of_light#1 beam#4,a column of light (as from a beacon)
775,z,NN,password,n,0,0,word#9 watchword#2 password#1 parole#2 countersign#1,"a secret word or phrase known only to a restricted group; ""he forgot the password"""
776,p,JJ,sexy,a,0.625,0,sexy#1,"marked by or tending to arouse sexual desire or interest; ""feeling sexy""; ""sexy clothes""; ""sexy poses""; ""a sexy book""; ""sexy jokes"""
776,z,VB,boo,v,0,0,hiss#4 boo#1,"show displeasure, as after a performance or speech"
777,z,NN,password,n,0,0,word#9 watchword#2 password#1 parole#2 countersign#1,"a secret word or phrase known only to a restricted group; ""he forgot the password"""
778,z,NN,bunk,n,0,0,feed_bunk#1 bunk#1,a long trough for feeding cattle
778,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
779,z,NNP,jan,n,0,0,january#1 jan#1,the first month of the year; begins 10 days after the winter solstice
780,z,NNP,muffin,n,0,0,muffin#1 gem#4,a sweet quick bread baked in a cup-shaped pan
781,NULL,NNP,marie,NULL,NULL,NULL,NULL,NULL
782,NULL,KK,Bacardi,NULL,NULL,NULL,NULL,NULL
783,z,NNS,kisses,n,0,0,osculation#2 kiss#1 buss#1,the act of caressing with the lips (or an instance thereof)
784,z,NN,smalls,n,0,0,small#1,the slender part of the back
785,z,NN,ring,n,0,0,ring#1,"a characteristic sound; ""it has the ring of sincerity"""
786,NULL,KK,BMW,NULL,NULL,NULL,NULL,NULL
787,NULL,JJ,sho,NULL,NULL,NULL,NULL,NULL
787,NULL,JJ,sho,NULL,NULL,NULL,NULL,NULL
788,z,NN,cruet,n,0,0,cruet#1 crewet#1,bottle that holds wine or oil or vinegar for the table
788,NULL,PP$,his,NULL,NULL,NULL,NULL,NULL
789,z,VB,ebb,v,0,0,ebb_out#1 ebb_off#1 ebb_down#1 ebb_away#1 ebb#1,"flow back or recede; ""the tides ebbed at noon"""
789,z,NNP,ron,n,0,0,ron#1 daffo#1 bokkos#1,a Chadic language spoken in northern Nigeria
790,NULL,NNP,sean,NULL,NULL,NULL,NULL,NULL
791,p,NN,marino,n,0.125,0,marino#1 marini#1 giambattista_marino#1 giambattista_marini#1,Italian poet (1569-1625)
792,n,NN,fizzle,n,0,0.125,sibilation#1 hushing#1 hissing#1 hiss#1 fizzle#1,"a fricative sound (especially as an expression of disapproval); ""the performers could not be heard over the hissing of the audience"""
793,n,NN,loser,n,0,0.375,loser#1 also-ran#1,a contestant who loses the contest
794,NULL,NNP,blondie,NULL,NULL,NULL,NULL,NULL
795,z,NN,boomer,n,0,0,boomer#1 baby_boomer#1,"a member of the baby boom generation in the 1950s; ""they expanded the schools for a generation of baby boomers"""
796,z,NNP,max,n,0,0,soap#3 scoop#4 max#1 liquid_ecstasy#1 grievous_bodily_harm#1 goop#2 georgia_home_boy#1 easy_lay#1,street names for gamma hydroxybutyrate
797,z,CS,as,n,0,0,atomic_number_33#1 as#1 arsenic#2,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
797,z,VB,hie,v,0,0,step_on_it#1 speed#1 rush_along#1 rush#1 race#1 pelt_along#1 hotfoot#1 hie#1 hasten#2 cannonball_along#1 bucket_along#1 belt_along#1,"move fast; ""He rushed down the hall to receive his guests""; ""The cars raced down the street"""
798,z,IN,over,n,0,0,over#1,(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch
798,z,RB,now,r,0,0,now#1,"in the historical present; at this point in the narration of a series of past events; ""President Kennedy now calls in the National Guard""; ""Washington now decides to cross the Delaware""; ""the ship is now listing to port"""
799,NULL,NN,pookie,NULL,NULL,NULL,NULL,NULL
800,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
801,NULL,NNP,danny,NULL,NULL,NULL,NULL,NULL
801,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
801,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
802,z,RB,ever,r,0,0,of_all_time#1 ever#1,"at any time; ""did you ever smoke?""; ""the best con man of all time"""
803,z,NN,penis,n,0,0,phallus#2 penis#1 member#5,the male organ of copulation (`member' is a euphemism)
804,p,NN,wiz,n,0.125,0,wizard#1 wiz#1 whizz#1 whiz#1 virtuoso#1 superstar#1 star#2 sensation#2 mavin#1 maven#1 hotshot#1 genius#3 champion#4 adept#1 ace#3,someone who is dazzlingly skilled in any field
804,z,NN,id,n,0,0,idaho#1 id#1 gem_state#1,a state in the Rocky Mountains
805,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
806,NULL,NN,ser,NULL,NULL,NULL,NULL,NULL
806,NULL,NN,rie,NULL,NULL,NULL,NULL,NULL
807,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
808,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
808,z,NN,las,n,0,0,lanthanum#1 la#1 atomic_number_57#1,a white soft metallic element that tarnishes readily; occurs in rare earth minerals and is usually classified as a rare earth
808,z,CC,or,n,0,0,oregon#1 or#1 beaver_state#1,a state in northwestern United States on the Pacific
809,NULL,NN,kon,NULL,NULL,NULL,NULL,NULL
809,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
810,n,NN,thunderbolt,n,0,0.125,thunderbolt#1 bolt_of_lightning#1 bolt#1,a discharge of lightning accompanied by thunder
811,p,JJ,cool,a,0.25,0.125,cool#1,"neither warm nor very cold; giving relief from heat; ""a cool autumn day""; ""a cool room""; ""cool summer dresses""; ""cool drinks""; ""a cool breeze"""
811,z,NN,girl,n,0,0,young_woman#1 young_lady#1 missy#1 miss#1 girl#1 fille#1,"a young woman; ""a young lady of 18"""
812,z,NN,summer,n,0,0,summertime#1 summer#1,"the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox; ""they spent a lazy summer at the shore"""
813,NULL,NN,dont,NULL,NULL,NULL,NULL,NULL
813,p,RB,even,r,0.125,0,even#1,"used as an intensive especially to indicate something unexpected; ""even an idiot knows that""; ""declined even to consider the idea""; ""I don't have even a dollar!"""
813,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
814,NULL,NNS,mys,NULL,NULL,NULL,NULL,NULL
814,z,NN,pace,n,0,0,pace#1 gait#1,the rate of moving (especially walking or running)
815,z,NN,capital,n,0,0,working_capital#1 capital#1,assets available for use in the production of further assets
816,n,NN,trouble,n,0,0.25,trouble#1 problem#3,"a source of difficulty; ""one trouble after another delayed the job""; ""what's the problem?"""
817,z,JJ,double,a,0,0,double#4,"used of flowers having more than the usual number of petals in crowded or overlapping arrangements; ""double chrysanthemums have many rows of petals and are usually spherical or hemispherical"""
818,NULL,NNP,jenna,NULL,NULL,NULL,NULL,NULL
818,NULL,VB,snyder,NULL,NULL,NULL,NULL,NULL
819,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
819,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
819,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
820,z,VBG,dancing,v,0,0,dance#1,"move in a graceful and rhythmical way; ""The young girl danced into the room"""
821,z,NNP,sarah,n,0,0,sarah#1,(Old Testament) the wife of Abraham and mother of Isaac
822,NULL,KK,ovey,NULL,NULL,NULL,NULL,NULL
822,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
823,z,NN,pop,n,0,0,pop#1 pappa#1 papa#1 pa#1 daddy#1 dada#1 dad#1,an informal term for a father; probably derived from baby talk
823,NULL,JJ,tart,NULL,NULL,NULL,NULL,NULL
824,NULL,NNP,darla,NULL,NULL,NULL,NULL,NULL
825,NULL,NNP,roxy,NULL,NULL,NULL,NULL,NULL
826,NULL,NP,dorin,NULL,NULL,NULL,NULL,NULL
826,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
827,z,NN,pepper,n,0,0,white_pepper#1 piper_nigrum#1 pepper#1 madagascar_pepper#1 common_pepper#1 black_pepper#1,climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam
828,z,NN,yanks,n,0,0,yankee#1 yank#1 northerner#2,an American who lives in the North (especially during the American Civil War)
829,NULL,NP,urb,NULL,NULL,NULL,NULL,NULL
829,NULL,NNP,ina,NULL,NULL,NULL,NULL,NULL
830,p,VB,fuck,v,0.375,0.125,sleep_with#1 sleep_together#1 screw#1 roll_in_the_hay#1 make_out#6 make_love#1 love#4 lie_with#1 know#8 jazz#2 hump#2 have_sex#1 have_it_off#1 have_it_away#1 have_intercourse#1 have_a_go_at_it#1 get_laid#1 get_it_on#1 fuck#1 eff#1 do_it#1 bonk#1 bed#4 be_intimate#1 bang#5,"have sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
830,NULL,PPO,you,NULL,NULL,NULL,NULL,NULL
831,z,NNP,bunny,n,0,0,bunny_girl#1 bunny#1,a young waitress in a nightclub whose costume includes the tail and ears of a rabbit
832,p,VB,hug,v,0.375,0,squeeze#8 hug#1 embrace#2 bosom#2,"squeeze (someone) tightly in your arms, usually with fondness; ""Hug me, please""; ""They embraced""; ""He hugged her close to him"""
832,NULL,NN,ito,NULL,NULL,NULL,NULL,NULL
833,NULL,NNP,alla,NULL,NULL,NULL,NULL,NULL
833,p,JJ,sexy,a,0.625,0,sexy#1,"marked by or tending to arouse sexual desire or interest; ""feeling sexy""; ""sexy clothes""; ""sexy poses""; ""a sexy book""; ""sexy jokes"""
834,NULL,NNP,frankie,NULL,NULL,NULL,NULL,NULL
835,z,NN,cd,n,0,0,cd#1 cadmium#1 atomic_number_48#1,a soft bluish-white ductile malleable toxic bivalent metallic element; occurs in association with zinc ores
836,z,NNP,melissa,n,0,0,melissa#1 genus_melissa#1,a genus of Old World mints of the family Labiatae
837,p,JJ,free,a,0.375,0,free#1,"able to act at will; not hampered; not under compulsion or restraint; ""free enterprise""; ""a free port""; ""a free country""; ""I have an hour free""; ""free will""; ""free of racism""; ""feel free to stay as long as you wish""; ""a free choice"""
837,z,CD,one,n,0,0,unity#2 single#2 one#1 i#2 ace#1 1#1,"the smallest whole number or a numeral representing this number; ""he has the one but will need a two and three to go with it""; ""they had lunch at one"""
838,z,NN,crest,n,0,0,crest#1,"the top line of a hill, mountain, or wave"
839,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
839,NULL,KK,Luvs,NULL,NULL,NULL,NULL,NULL
840,NULL,KK,recool,NULL,NULL,NULL,NULL,NULL
841,n,NNS,monkeys,n,0,0.125,monkey#1,any of various long-tailed primates (excluding the prosimians)
842,z,NN,password,n,0,0,word#9 watchword#2 password#1 parole#2 countersign#1,"a secret word or phrase known only to a restricted group; ""he forgot the password"""
843,z,VB,keep,v,0,0,maintain#1 keep#1 hold#1,"keep in a certain state, position, or activity; e.g., ""keep clean""; ""hold in place""; ""She always held herself as a lady""; ""The students keep me on my toes"""
843,z,RP,up,r,0,0,upwards#1 upwardly#1 upward#1 up#1,"spatially or metaphorically from a lower to a higher position; ""look up!""; ""the music surged up""; ""the fragments flew upwards""; ""prices soared upwards""; ""upwardly mobile"""
844,z,VB,throw,v,0,0,throw#1,"propel through the air; ""throw a frisbee"""
844,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
845,z,JJ,hot,a,0,0,hot#1,"used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; ""hot stove""; ""hot water""; ""a hot August day""; ""a hot stuffy room""; ""she's hot and tired""; ""a hot forehead"""
845,NULL,JJ,pink,NULL,NULL,NULL,NULL,NULL
846,z,NN,Bi,n,0,0,bismuth#1 bi#1 atomic_number_83#1,a heavy brittle diamagnetic trivalent metallic element (resembles arsenic and antimony chemically); usually recovered as a by-product from ores of other metals
846,n,NN,itch,n,0,0.625,scabies#1 itch#1,"a contagious skin infection caused by the itch mite; characterized by persistent itching and skin irritation; ""he has a bad case of the itch"""
847,NULL,KK,ovey,NULL,NULL,NULL,NULL,NULL
847,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
848,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
849,p,NNP,kitty,n,0.25,0,pool#7 kitty#1,the combined stakes of the betters
849,z,NNP,kat,n,0,0,quat#1 qat#1 khat#1 kat#1 cat#4 arabian_tea#1 african_tea#1,"the leaves of the shrub Catha edulis which are chewed like tobacco or used to make tea; has the effect of a euphoric stimulant; ""in Yemen kat is used daily by 85% of adults"""
850,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
850,NULL,VB,mim,NULL,NULL,NULL,NULL,NULL
850,p,JJ,sexy,a,0.625,0,sexy#1,"marked by or tending to arouse sexual desire or interest; ""feeling sexy""; ""sexy clothes""; ""sexy poses""; ""a sexy book""; ""sexy jokes"""
851,z,VB,help,v,0,0,help#1 assist#1 aid#1,"give help or assistance; be of service; ""Everyone helped out during the earthquake""; ""Can you help me carry this table?""; ""She never helps around the house"""
851,z,NN,computer,n,0,0,information_processing_system#1 electronic_computer#1 data_processor#1 computing_machine#1 computing_device#1 computer#1,a machine for performing calculations automatically
852,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
852,p,VB,guess,v,0.125,0,think#2 suppose#2 reckon#1 opine#2 imagine#2 guess#1,"expect, believe, or suppose; ""I imagine she earned a lot of money with her new novel""; ""I thought to find her in a bad state""; ""he didn't think to find her in the kitchen""; ""I guess she is angry at me for standing her up"""
853,p,JJ,lucky,a,0.875,0,lucky#2,"having or bringing good fortune; ""my lucky day""; ""a lucky man"""
854,z,VB,maintain,v,0,0,maintain#1 keep#1 hold#1,"keep in a certain state, position, or activity; e.g., ""keep clean""; ""hold in place""; ""She always held herself as a lady""; ""The students keep me on my toes"""
855,z,NN,legend,n,0,0,legend#1 fable#3,a story about mythical or supernatural beings or events
856,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
856,NULL,NN,rah,NULL,NULL,NULL,NULL,NULL
857,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
857,NULL,NN,rec,NULL,NULL,NULL,NULL,NULL
857,z,NN,ute,n,0,0,ute#1,a member of the Shoshonean people of Utah and Colorado and New Mexico
858,NULL,NNP,michelle,NULL,NULL,NULL,NULL,NULL
859,z,NN,mob,n,0,0,rout#1 rabble#1 mob#1,a disorderly crowd of people
859,z,RB,deep,r,0,0,deeply#2 deep#1,"to a great depth;far down; ""dived deeply""; ""dug deep"""
860,NULL,NN,spad,NULL,NULL,NULL,NULL,NULL
861,n,JJ,sick,a,0.125,0.875,sick#1 ill#1,"affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"""
861,n,JJ,sick,a,0.125,0.875,sick#1 ill#1,"affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"""
862,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
862,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
863,z,NN,princess,n,0,0,princess#1,a female member of a royal family other than the queen (especially the daughter of a sovereign)
864,NULL,KK,kiangan,NULL,NULL,NULL,NULL,NULL
865,n,JJ,rocky,a,0,0.625,rough#9 rocky#2 jumpy#2 jolty#1 jolting#1 bumpy#1,"causing or characterized by jolts and irregular movements; ""a rough ride"""
866,z,NN,lac,n,0,0,lac#1,resinlike substance secreted by certain lac insects; used in e.g. varnishes and sealing wax
866,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
867,NULL,PPO,him,NULL,NULL,NULL,NULL,NULL
867,NULL,KK,Bic,NULL,NULL,NULL,NULL,NULL
867,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
868,z,PPO,em,n,0,0,mutton_quad#1 em_quad#1 em#1,"a quad with a square body; ""since `em quad' is hard to distinguish from `en quad', printers sometimes called it a `mutton quad'"""
868,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
868,n,NN,ley,n,0,0.125,pastureland#1 pasture#1 ley#1 lea#2 grazing_land#1,a field covered with grass or herbage and suitable for grazing by livestock
869,NULL,VB,kool,NULL,NULL,NULL,NULL,NULL
869,z,NN,kid,n,0,0,youngster#1 tyke#3 tike#2 tiddler#1 small_fry#2 shaver#2 nipper#1 nestling#2 minor#1 kid#1 fry#3 child#1,"a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngster"""
870,z,NNP,mack,n,0,0,mackintosh#2 mack#1 macintosh#2 mac#1,a waterproof raincoat made of rubberized fabric
871,z,NP,ABC,n,0,0,rudiment#1 first_rudiment#1 first_principle#1 alphabet#2 abcs#1 abc's#1 abc#1,"the elementary stages of any subject (usually plural); ""he mastered only the rudiments of geometry"""
872,z,NN,cheese,n,0,0,cheese#1,a solid food prepared from the pressed curd of milk
873,z,NNP,daisy,n,0,0,daisy#1,any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl
874,NULL,KK,miamia,NULL,NULL,NULL,NULL,NULL
875,n,JJ,sandy,a,0,0.125,sandy#2 sandlike#1 arenaceous#1,"resembling or containing or abounding in sand; or growing in sandy areas; ""arenaceous limestone""; ""arenaceous grasses"""
876,NULL,NNS,mys,NULL,NULL,NULL,NULL,NULL
876,z,NN,pace,n,0,0,pace#1 gait#1,the rate of moving (especially walking or running)
877,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
877,NULL,PPO,him,NULL,NULL,NULL,NULL,NULL
878,NULL,JJ,knobby,NULL,NULL,NULL,NULL,NULL
879,z,NN,apple,n,0,0,apple#1,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh
879,z,NN,pie,n,0,0,pie#1,dish baked in pastry-lined pan often with a pastry top
880,z,NN,panther,n,0,0,panthera_onca#1 panther#1 jaguar#1 felis_onca#1,a large spotted feline of tropical America similar to the leopard; in some classifications considered a member of the genus Felis
881,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
881,z,NN,thong,n,0,0,thong#1 lash#2,leather strip that forms the flexible part of a whip
882,z,NNS,cups,n,0,0,cup#1,"a small open container usually used for drinking; usually has a handle; ""he put the cup back in the saucer""; ""the handle of the cup was missing"""
883,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
884,n,NN,ms,n,0,0.125,multiple_sclerosis#1 ms#1 disseminated_sclerosis#1 disseminated_multiple_sclerosis#1,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
884,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
884,z,RB,ever,r,0,0,of_all_time#1 ever#1,"at any time; ""did you ever smoke?""; ""the best con man of all time"""
885,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
885,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
886,z,NNP,roosevelt,n,0,0,roosevelt#1 president_roosevelt#1 president_franklin_roosevelt#1 franklin_roosevelt#1 franklin_delano_roosevelt#1 fdr#1 f._d._roosevelt#1,32nd President of the United States; elected four times; instituted New Deal to counter the Great Depression and led country during World War II (1882-1945)
887,NULL,NN,shi,NULL,NULL,NULL,NULL,NULL
887,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
888,z,RB,here,r,0,0,here#1,"in or at this place; where the speaker or writer is; ""I work here""; ""turn here""; ""radio waves received here on Earth"""
888,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
888,n,NN,loser,n,0,0.375,loser#1 also-ran#1,a contestant who loses the contest
889,NULL,NNP,brendan,NULL,NULL,NULL,NULL,NULL
890,z,NN,soccer,n,0,0,soccer#1 association_football#1,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal
891,z,NN,doggy,n,0,0,pooch#1 doggy#1 doggie#1 bow-wow#2 barker#2,informal terms for dogs
892,z,NNP,johnny,n,0,0,rebel#1 reb#1 johnny_reb#1 johnny#1 greyback#1,`Johnny' was applied as a nickname for Confederate soldiers by the Federal soldiers in the American Civil War; `greyback' derived from their grey Confederate uniforms
893,z,CD,eight,n,0,0,viii#1 ogdoad#1 octonary#1 octet#1 octad#1 eighter_from_decatur#1 eighter#1 eight#1 8#1,the cardinal number that is the sum of seven and one
894,z,NNP,wilson,n,0,0,wilson#1 harriet_wilson#1,author of the first novel by an African American that was published in the United States (1808-1870)
895,z,NN,pi,n,0,0,pi#1,the ratio of the circumference to the diameter of a circle; approximately equal to 3.14159265358979323846...
895,z,VBD,led,v,0,0,take#3 lead#1 guide#2 direct#5 conduct#4,"take somebody somewhere; ""We lead him to our chief""; ""can you take me to the main entrance?""; ""He conducted us to the palace"""
896,z,NN,popcorn,n,0,0,zea_mays_everta#1 popcorn#1,corn having small ears and kernels that burst when exposed to dry heat
897,z,NN,lot,n,0,0,wad#2 tidy_sum#1 stack#2 spate#1 slew#1 sight#7 raft#2 quite_a_little#1 pot#5 plenty#2 pile#2 peck#1 passel#1 muckle#1 mountain#2 mint#1 mickle#1 mess#6 mass#2 lot#1 heap#2 hatful#1 great_deal#1 good_deal#1 flock#3 deal#3 batch#2,"(often followed by `of') a large number or amount or extent; ""a batch of letters""; ""a deal of trouble""; ""a lot of money""; ""he made a mint on the stock market""; ""see the rest of the winners in our huge passel of photos""; ""it must have cost plenty""; ""a slew of journalists""; ""a wad of money"""
897,NULL,NN,rel,NULL,NULL,NULL,NULL,NULL
898,z,NN,tiger,n,0,0,tiger#1,"a fierce or audacious person; ""he's a tiger on the tennis court""; ""it aroused the tiger in me"""
899,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
899,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
900,NULL,NNP,bella,NULL,NULL,NULL,NULL,NULL
901,NULL,JJ,crazy,NULL,NULL,NULL,NULL,NULL
902,z,JJ,Dominican,a,0,0,dominican#1,"of or relating to or characteristic of the Dominican Republic or its people; ""the Dominican population"""
903,z,NNP,jenny,n,0,0,william_le_baron_jenny#1 jenny#1,United States architect who designed the first skyscraper in which a metal skeleton was used (1832-1907)
904,NULL,NNP,kala,NULL,NULL,NULL,NULL,NULL
904,z,NN,sky,n,0,0,sky#1,the atmosphere and outer space as viewed from the earth
905,z,NNP,noel,n,0,0,yuletide#1 yule#1 noel#1 christmastime#1 christmastide#1 christmas#1,period extending from Dec. 24 to Jan. 6
